Date,Barking and Dagenham,Barnet,Barnsley,Bath and North East Somerset,Bedford,Bexley,Birmingham,Blackburn with Darwen,Blackpool,Bolton,"Bournemouth, Christchurch and Poole",Bracknell Forest,Bradford,Brent,Brighton and Hove,"Bristol, City of",Bromley,Buckinghamshire,Bury,Calderdale,Cambridgeshire,Camden,Central Bedfordshire,Cheshire East,Cheshire West and Chester,Cornwall and Isles of Scilly,County Durham,Coventry,Croydon,Cumbria,Darlington,Derby,Derbyshire,Devon,Doncaster,Dorset,Dudley,Ealing,East Riding of Yorkshire,East Sussex,Enfield,Essex,Gateshead,Gloucestershire,Greenwich,Hackney and City of London,Halton,Hammersmith and Fulham,Hampshire,Haringey,Harrow,Hartlepool,Havering,"Herefordshire, County of",Hertfordshire,Hillingdon,Hounslow,Isle of Wight,Islington,Kensington and Chelsea,Kent,"Kingston upon Hull, City of",Kingston upon Thames,Kirklees,Knowsley,Lambeth,Lancashire,Leeds,Leicester,Leicestershire,Lewisham,Lincolnshire,Liverpool,Luton,Manchester,Medway,Merton,Middlesbrough,Milton Keynes,Newcastle upon Tyne,Newham,Norfolk,North East Lincolnshire,North Lincolnshire,North Somerset,North Tyneside,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Oldham,Oxfordshire,Peterborough,Plymouth,Portsmouth,Reading,Redbridge,Redcar and Cleveland,Richmond upon Thames,Rochdale,Rotherham,Rutland,Salford,Sandwell,Sefton,Sheffield,Shropshire,Slough,Solihull,Somerset,South Gloucestershire,South Tyneside,Southampton,Southend-on-Sea,Southwark,St. Helens,Staffordshire,Stockport,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Sunderland,Surrey,Sutton,Swindon,Tameside,Telford and Wrekin,Thurrock,Torbay,Tower Hamlets,Trafford,Wakefield,Walsall,Waltham Forest,Wandsworth,Warrington,Warwickshire,West Berkshire,West Sussex,Westminster,Wigan,Wiltshire,Windsor and Maidenhead,Wirral,Wokingham,Wolverhampton,Worcestershire,York
2020-07-09,0,3,1,1,1,3,7,16,2,5,2,1,18,1,2,2,2,5,1,6,3,0,1,4,14,0,7,1,2,4,0,2,2,3,2,1,1,2,0,10,0,16,0,1,0,1,1,2,5,1,2,1,0,63,8,3,1,0,2,0,26,0,0,19,0,1,25,10,44,10,3,6,2,10,7,3,0,0,1,4,3,3,0,1,0,1,3,23,1,0,8,4,12,11,0,0,1,4,0,0,15,4,0,4,8,10,20,3,2,1,4,0,1,3,2,1,1,16,3,1,5,0,1,7,3,1,2,1,0,0,6,3,13,4,2,1,1,9,0,4,4,4,2,1,2,1,1,3,1
2020-07-10,1,1,3,0,1,1,11,9,3,5,0,0,22,0,4,1,1,2,0,9,3,0,3,0,4,1,4,2,1,2,0,0,4,3,0,2,2,2,1,13,0,9,0,1,1,4,2,0,7,3,2,0,2,0,6,0,3,0,0,1,23,1,2,22,1,1,18,14,67,7,0,2,1,14,15,2,1,1,1,1,2,2,0,0,1,1,2,11,0,0,7,5,1,10,0,0,2,2,0,0,7,6,1,5,4,3,9,1,2,2,0,0,1,4,0,2,0,7,2,1,2,1,1,6,0,1,1,1,1,0,1,4,2,4,0,4,1,5,0,5,2,0,3,1,1,2,0,2,1
2020-07-11,0,2,4,0,3,1,22,11,0,9,0,0,31,0,0,0,0,0,0,7,1,0,1,1,2,0,0,1,1,4,1,1,1,1,2,0,2,1,1,5,0,5,3,0,1,2,0,0,4,0,1,0,1,1,2,1,1,0,0,0,15,1,0,19,1,1,13,8,59,11,0,3,4,16,8,1,2,1,1,0,2,0,0,0,0,1,0,13,1,2,3,1,1,9,0,0,0,0,0,0,11,5,1,1,0,2,4,1,0,1,0,0,0,0,1,0,0,1,1,0,1,2,0,2,0,2,4,0,2,1,0,2,4,7,2,1,1,2,1,1,0,0,2,1,1,3,1,0,0
2020-07-12,1,4,3,0,3,3,13,8,2,2,0,0,34,2,1,1,0,2,1,5,2,1,1,2,3,0,0,0,1,3,0,2,2,3,7,0,1,2,0,4,0,6,0,1,1,3,0,0,0,2,1,1,1,0,0,3,3,0,2,0,11,0,0,9,1,0,5,4,26,4,0,1,3,7,8,0,0,0,2,1,3,1,0,0,0,0,1,8,0,0,3,2,3,8,0,0,2,0,0,0,7,6,0,3,3,3,10,0,0,0,0,0,0,0,2,0,0,7,0,1,0,1,0,2,1,0,0,5,3,0,0,0,18,4,0,1,0,2,0,4,2,1,0,0,0,0,1,2,1
2020-07-13,1,9,2,0,7,2,13,15,0,5,2,0,37,1,3,2,1,4,1,8,6,3,6,5,1,0,2,1,0,8,1,5,5,6,5,0,1,2,0,6,5,12,0,2,2,8,0,1,2,5,1,0,1,16,5,1,3,0,1,0,24,2,2,17,2,2,15,19,50,15,2,5,4,14,16,0,2,0,0,1,8,2,0,1,0,1,5,19,0,2,4,6,6,4,1,1,1,6,0,1,9,20,0,0,13,3,7,2,2,8,2,2,1,0,5,3,2,5,2,0,2,3,2,7,1,1,0,3,0,0,2,3,11,10,3,5,2,3,2,9,1,5,0,2,1,0,2,0,1
2020-07-14,2,1,2,0,2,2,24,11,1,8,2,1,36,2,2,1,1,2,7,7,5,0,3,2,7,0,0,5,1,6,1,6,3,4,4,0,0,2,0,4,3,28,2,3,0,12,0,0,8,1,3,0,7,3,8,1,2,0,2,0,20,1,1,19,0,3,13,10,39,12,4,2,1,14,9,2,0,3,1,2,3,2,0,1,0,1,3,14,0,3,10,5,7,11,0,1,0,1,1,0,19,9,0,3,12,3,15,0,3,1,1,1,0,0,5,1,0,7,5,2,2,2,0,1,2,2,2,1,1,1,0,3,25,5,4,1,1,6,1,4,0,1,4,2,2,0,4,1,1
2020-07-15,4,7,6,0,5,0,29,35,1,6,2,1,36,2,1,2,2,4,0,13,5,1,3,4,3,2,3,4,2,10,0,3,8,0,4,2,2,2,0,5,1,14,3,3,3,10,2,0,6,1,2,2,2,27,10,3,1,0,1,3,24,1,0,18,0,3,21,4,39,22,4,10,1,9,15,1,0,2,1,4,5,1,0,0,1,0,0,25,1,3,2,6,5,3,0,0,3,3,0,1,14,18,1,4,8,5,12,0,2,3,0,1,0,0,2,3,0,15,4,0,1,1,1,5,0,3,4,5,2,0,1,4,7,5,4,3,2,2,0,3,2,4,1,2,1,0,3,3,0
2020-07-16,1,0,4,2,1,3,20,32,0,5,1,0,19,2,1,2,1,3,8,5,9,1,2,5,6,2,3,3,2,11,1,0,2,5,3,2,0,0,0,7,2,9,0,2,1,8,0,1,5,1,0,0,3,1,8,7,3,0,2,1,24,1,1,22,0,2,21,6,46,15,4,3,3,9,11,0,1,1,0,3,2,4,1,2,1,0,1,19,2,1,4,3,3,14,3,1,4,3,0,1,25,9,2,6,16,2,9,0,0,6,1,0,0,1,1,2,1,6,2,1,0,3,4,5,1,3,1,1,1,0,3,4,4,5,3,5,1,5,0,7,3,3,3,0,0,2,0,2,0
2020-07-17,1,4,4,1,7,3,26,14,1,4,2,1,35,2,2,3,0,3,2,6,6,0,4,4,3,0,2,5,1,13,0,1,3,1,1,0,0,3,1,9,0,10,0,1,1,1,1,2,0,2,0,1,1,0,5,1,2,0,1,1,19,3,1,19,0,0,20,5,35,10,1,2,3,8,6,2,4,1,0,1,3,1,1,2,2,0,2,20,2,2,6,3,4,6,0,0,2,1,2,0,13,3,1,7,18,2,14,0,0,0,1,2,0,2,1,1,0,3,4,0,3,2,1,4,0,6,2,3,1,1,6,6,3,2,1,3,2,3,0,1,1,0,0,0,0,0,2,2,1
2020-07-18,1,5,11,0,3,0,16,5,1,5,0,0,32,0,1,1,1,0,0,5,2,1,1,1,2,0,2,7,0,6,0,0,2,1,0,1,0,2,1,8,4,6,0,2,0,7,1,0,2,3,0,0,2,0,6,2,0,0,2,0,20,6,0,20,3,1,20,3,34,12,1,1,3,3,9,1,1,1,0,0,3,0,3,0,0,1,1,11,0,1,2,10,6,4,0,1,1,4,0,1,16,1,0,6,4,5,11,0,0,2,2,0,0,1,1,3,0,3,4,0,3,1,0,4,0,2,3,2,1,0,2,1,3,4,0,2,1,6,3,6,0,0,3,0,4,0,1,3,1
2020-07-19,0,2,6,1,1,4,21,12,0,13,0,0,37,0,1,1,0,1,3,5,1,1,0,0,1,0,0,0,1,2,1,0,1,1,0,0,1,2,1,2,3,6,1,0,0,5,0,0,3,2,0,3,1,0,1,0,2,0,0,1,17,2,0,8,0,1,11,7,19,9,1,6,1,5,14,7,0,0,0,0,1,1,0,0,0,1,0,6,0,4,3,13,3,2,0,0,0,3,1,0,8,5,0,3,7,2,20,0,0,0,1,0,0,2,0,1,0,4,2,0,0,1,0,1,2,2,2,0,3,0,3,5,10,2,2,1,1,2,1,8,2,0,3,0,0,0,1,2,0
2020-07-20,2,2,7,1,7,4,22,19,4,7,0,1,46,3,1,3,2,2,4,3,5,0,7,1,4,3,0,4,2,9,0,2,5,1,1,1,1,9,0,4,0,24,1,2,0,13,0,3,8,3,4,2,6,0,9,3,4,0,2,2,33,2,1,12,0,4,22,3,32,8,4,5,2,11,16,2,4,1,2,1,1,6,1,1,1,1,2,21,2,1,7,17,12,8,1,1,0,1,0,1,15,7,1,6,25,3,14,3,2,0,2,1,2,0,0,5,1,8,5,1,0,4,0,8,1,4,7,1,0,2,4,13,13,7,2,3,1,4,1,9,2,3,2,1,5,0,5,3,3
2020-07-21,2,2,0,1,2,0,21,24,0,3,2,1,41,6,3,3,0,2,1,10,6,0,0,0,3,3,1,2,1,8,0,0,6,6,1,1,2,0,1,2,1,19,0,5,4,11,0,1,5,2,4,2,6,2,7,2,2,0,3,3,26,2,2,18,0,4,26,8,28,14,2,2,7,9,14,1,1,2,1,1,1,4,0,0,0,2,0,13,1,2,3,22,14,6,1,1,1,2,0,1,15,2,0,4,13,1,10,2,1,3,1,3,1,6,2,1,2,3,1,2,3,7,2,7,5,2,4,2,4,1,8,15,5,3,2,2,3,3,1,5,1,1,6,0,2,0,16,5,0
2020-07-22,3,7,0,0,4,5,24,26,2,12,1,1,22,9,3,5,1,1,3,14,13,1,2,2,0,2,7,5,3,11,2,2,6,2,1,0,1,6,0,7,1,12,1,0,4,5,1,4,5,4,0,2,1,9,7,2,3,0,1,2,30,0,0,16,1,4,35,9,47,11,0,3,12,3,18,3,0,2,1,0,2,4,0,0,1,0,4,12,1,1,6,25,7,3,0,1,1,1,0,1,11,8,0,10,13,4,20,1,1,3,1,0,0,2,0,5,1,6,6,0,3,4,1,5,2,14,6,0,2,0,3,18,9,1,0,1,1,5,0,4,0,1,4,2,2,2,4,3,0
2020-07-23,2,4,3,2,3,4,26,18,2,7,2,1,42,3,3,3,1,2,2,6,5,2,1,1,2,5,1,8,0,8,0,3,14,1,2,0,3,2,0,4,1,14,1,7,3,3,0,1,5,1,1,1,5,0,12,2,2,0,2,0,23,1,1,16,3,3,22,5,42,8,3,6,0,3,26,1,2,0,1,0,4,1,0,1,1,0,1,12,2,0,7,10,9,5,2,1,6,2,0,2,13,4,2,11,16,4,19,10,0,0,1,0,1,4,0,2,1,7,18,2,2,7,0,7,3,12,6,2,0,2,4,16,5,4,2,2,0,1,0,6,2,11,1,3,2,0,6,4,1
2020-07-24,0,1,2,1,13,2,23,18,1,4,2,0,39,6,5,4,0,4,4,8,8,1,2,1,6,3,2,6,1,4,0,1,6,2,4,1,3,2,3,3,1,13,0,4,2,7,0,5,4,3,1,3,0,0,13,4,5,0,3,4,15,4,0,8,0,3,15,3,29,17,4,1,4,10,22,3,1,0,1,0,1,3,0,1,1,0,6,15,0,2,10,27,8,10,1,0,1,2,0,1,9,6,0,11,18,0,19,0,1,1,3,1,0,3,1,1,0,6,5,2,1,6,0,5,1,8,11,0,0,0,7,11,4,2,1,6,0,5,5,5,4,5,3,1,1,1,5,8,2
2020-07-25,1,5,1,1,3,4,19,9,1,2,0,0,35,2,3,2,1,3,4,8,0,3,0,1,3,3,0,7,2,1,0,0,3,1,1,0,0,1,0,1,0,6,0,0,3,2,1,1,3,0,1,2,1,0,4,0,0,0,1,1,11,0,1,10,1,2,21,5,14,4,6,4,6,6,26,0,0,0,4,0,6,0,2,1,0,1,3,6,0,3,10,22,6,4,0,0,1,2,0,1,10,3,0,3,10,3,11,1,2,3,0,1,0,0,1,2,0,11,9,1,0,4,1,5,3,6,2,0,0,1,1,8,5,3,2,0,1,8,2,5,1,2,2,1,1,0,2,3,3
2020-07-26,7,0,1,0,0,0,17,23,1,6,1,0,36,3,1,4,0,0,10,15,0,3,2,2,3,1,3,6,2,7,0,1,1,0,0,0,7,1,0,3,2,2,0,4,4,13,0,2,4,3,2,1,0,0,6,1,2,0,2,1,12,1,1,13,0,1,19,8,17,6,0,1,13,5,17,2,0,1,1,0,3,2,0,0,0,1,2,10,1,1,1,14,3,4,1,0,2,4,0,0,6,0,0,11,12,2,7,2,0,1,0,1,0,2,1,4,0,5,6,0,0,2,0,4,0,6,1,0,4,1,0,11,8,2,1,1,2,5,0,3,2,3,1,0,0,0,7,2,0
2020-07-27,3,8,5,0,11,4,23,16,1,12,2,0,45,8,1,3,2,4,7,13,2,1,0,6,6,2,4,10,4,13,0,0,5,3,0,0,1,4,3,8,1,15,0,3,3,9,0,3,9,1,5,0,3,0,13,1,3,1,2,1,25,1,0,25,1,2,21,14,45,10,4,6,15,7,32,4,0,0,3,0,6,2,1,1,1,0,1,13,0,5,8,12,12,10,0,0,2,1,1,2,7,6,0,7,9,0,19,1,3,2,2,0,1,0,1,3,0,6,4,3,2,4,0,6,2,20,8,1,0,0,4,20,9,7,1,5,0,7,1,4,4,1,4,1,1,1,5,3,0
2020-07-28,6,8,5,0,6,0,23,20,2,10,0,1,35,3,3,5,1,2,0,29,2,1,1,1,2,1,0,5,2,11,0,3,9,1,1,1,3,5,0,3,4,5,0,4,0,9,0,0,9,2,5,1,4,1,16,5,3,1,2,3,24,2,0,14,2,9,17,25,19,10,1,4,2,7,35,2,1,2,0,0,2,1,0,1,1,0,6,18,1,9,4,31,4,14,4,0,0,4,0,1,10,5,0,10,10,3,18,8,1,5,3,4,0,1,1,4,1,16,18,0,3,3,1,12,2,9,9,2,0,0,4,12,8,1,2,4,0,3,0,1,1,3,1,0,1,1,6,2,0
2020-07-29,9,5,7,3,4,2,26,18,1,10,2,2,58,3,3,5,3,6,4,15,6,1,8,9,3,1,2,6,3,11,0,7,7,2,1,1,4,3,1,4,3,10,2,3,0,14,3,1,10,4,3,2,3,10,7,1,3,0,1,2,26,1,0,12,5,1,53,30,39,17,4,8,16,10,38,5,2,1,0,4,5,6,0,0,1,1,8,18,0,1,9,23,6,8,2,3,0,3,5,2,11,8,0,12,8,3,11,1,2,2,2,0,1,0,0,3,0,8,19,1,3,4,2,6,1,26,22,2,2,1,5,15,9,4,0,2,1,9,0,4,7,2,4,0,7,1,3,4,1
2020-07-30,4,9,6,1,4,1,24,18,0,7,0,0,48,4,0,2,1,5,4,4,11,1,2,4,3,4,0,14,2,5,4,5,8,4,1,3,1,2,0,3,7,7,2,0,6,9,2,3,2,3,2,1,5,0,9,3,1,0,1,0,15,1,2,25,2,8,32,20,41,15,3,4,7,5,30,3,1,0,2,4,0,5,0,0,2,0,1,25,1,3,8,28,9,7,0,1,0,5,0,2,15,5,0,10,11,3,21,6,7,2,5,2,1,1,0,1,2,5,9,2,0,1,0,9,0,31,16,1,0,0,3,15,9,3,2,7,1,4,2,3,3,3,9,0,4,1,5,2,0
2020-07-31,1,3,2,3,5,1,20,14,1,10,0,0,33,3,0,0,2,4,10,1,5,2,2,3,8,0,4,6,0,11,0,1,6,3,2,1,0,3,0,0,2,4,3,1,1,4,1,4,7,1,3,1,2,0,7,1,6,0,2,3,10,1,0,27,0,3,19,13,17,16,3,5,14,3,21,0,4,1,2,1,1,1,1,0,0,0,3,14,0,5,10,13,4,1,0,0,3,3,0,1,9,2,0,12,10,0,7,1,1,1,0,0,0,1,1,0,1,7,17,0,0,1,2,5,2,16,2,1,0,0,3,2,5,6,1,5,1,11,1,1,3,6,5,1,1,0,17,1,1
2020-08-01,2,4,2,0,1,0,16,26,2,11,0,0,30,1,0,1,0,6,4,6,1,1,2,2,2,0,1,7,0,5,0,2,7,1,1,0,0,6,0,1,2,5,1,0,1,1,1,4,0,4,1,0,3,0,2,2,4,0,2,1,7,0,1,5,2,0,22,22,28,10,1,2,4,5,18,0,0,2,0,2,3,1,1,1,0,0,1,15,0,0,5,16,1,0,0,0,1,1,0,1,8,4,0,9,6,0,3,1,4,2,0,1,0,0,0,2,2,6,2,0,2,4,3,4,0,5,4,2,0,0,6,5,5,2,1,2,1,6,3,2,1,7,0,1,4,0,3,1,0
2020-08-02,2,7,5,0,3,0,12,13,2,7,0,0,35,1,2,0,1,1,6,16,3,0,1,2,0,1,1,6,0,4,0,0,6,0,0,1,2,7,1,2,2,8,1,2,2,6,0,0,2,2,2,1,1,0,5,1,9,0,0,0,3,1,0,7,2,11,43,5,12,10,0,3,9,5,18,0,2,2,0,1,1,3,0,0,0,2,4,9,2,5,8,24,3,6,1,1,0,5,0,0,9,2,0,12,7,1,3,0,1,2,0,1,0,0,1,2,0,1,5,4,4,1,2,4,0,2,4,0,0,0,1,2,6,2,1,3,1,4,0,1,3,1,1,1,0,0,1,1,0
2020-08-03,1,2,4,1,7,0,28,18,2,20,1,0,39,0,0,3,1,3,19,27,2,1,1,11,3,1,0,8,4,10,0,2,5,1,0,0,0,7,1,3,3,16,1,2,1,6,5,1,4,2,0,3,5,3,18,3,10,0,2,1,23,0,2,20,8,11,47,17,32,9,1,7,10,7,36,0,2,6,6,2,1,10,0,1,2,0,1,36,2,4,12,30,9,3,0,0,1,1,0,1,13,12,0,11,12,6,8,0,1,2,1,3,0,0,0,0,3,12,6,2,8,3,2,10,2,24,16,0,1,0,1,13,10,4,3,9,4,6,0,7,3,3,3,3,1,2,2,2,2
2020-08-04,2,2,5,1,6,0,31,16,3,11,5,0,57,1,3,0,2,3,10,13,4,2,2,2,4,7,3,5,3,9,1,1,6,3,2,0,0,3,0,0,2,8,2,6,2,13,1,4,3,0,4,0,6,2,11,4,5,0,2,1,12,1,2,21,4,3,63,16,27,7,1,8,6,4,32,1,3,5,3,1,8,12,2,1,3,1,6,25,0,2,11,29,11,1,1,1,0,5,0,2,15,5,0,10,10,3,10,1,4,3,2,1,0,7,1,3,9,11,9,4,8,5,2,12,2,17,16,0,0,1,3,7,6,4,3,5,4,8,0,3,4,8,7,3,2,0,3,8,0
2020-08-05,6,4,3,0,2,3,34,16,1,10,1,0,51,4,2,3,6,5,5,9,0,3,3,3,5,1,2,9,1,3,0,2,10,0,5,1,0,10,1,0,2,5,2,7,5,5,2,4,5,2,2,0,1,2,12,5,2,0,2,1,14,2,3,26,2,5,39,18,44,10,4,9,14,7,36,0,2,15,3,3,2,5,0,0,2,2,6,26,1,5,7,41,2,6,2,3,4,3,0,2,10,5,0,9,11,3,9,1,7,6,6,3,2,2,1,2,4,5,18,0,6,12,3,10,0,11,14,2,0,0,2,10,19,2,4,9,2,2,0,6,8,4,3,1,2,1,10,4,0
2020-08-06,1,6,7,0,1,2,57,13,2,20,0,0,60,5,2,3,1,4,4,18,4,5,1,5,4,2,1,10,0,14,1,2,14,1,4,3,3,3,1,4,4,4,3,8,3,2,2,2,5,3,2,0,1,0,12,5,7,0,6,2,16,0,1,26,1,3,34,11,46,10,4,5,10,3,28,0,0,4,6,7,11,5,0,0,1,1,6,24,1,2,10,41,8,6,0,2,0,1,0,2,18,8,0,21,11,2,20,0,4,6,1,0,0,1,2,1,1,5,17,0,4,5,2,5,1,24,19,0,1,0,4,9,11,5,6,3,6,5,1,1,7,1,2,0,2,1,4,3,2
2020-08-07,1,9,7,1,3,2,31,18,4,4,1,0,33,5,2,6,5,6,3,13,11,1,5,2,3,2,1,11,5,12,0,5,3,1,2,1,12,6,0,5,2,5,0,3,0,6,1,7,4,4,7,2,2,0,9,4,3,1,3,0,7,0,1,16,3,1,38,14,37,9,7,6,7,19,22,1,1,4,4,1,2,1,0,0,0,0,3,13,0,1,12,43,10,9,0,0,1,15,0,0,17,3,1,3,16,0,18,2,4,1,2,2,1,0,0,6,7,8,12,0,5,6,5,4,1,22,9,1,2,0,3,6,7,1,2,1,9,7,1,1,5,5,1,2,6,0,7,1,2
2020-08-08,3,2,4,0,1,1,31,8,1,7,3,0,32,3,0,4,0,3,4,9,6,2,0,3,0,2,3,10,2,7,0,3,3,1,1,0,0,1,0,0,1,7,1,3,0,0,1,3,2,1,0,0,1,0,12,2,4,2,0,3,7,0,3,16,4,1,24,14,38,4,0,3,8,10,34,1,0,1,0,0,4,0,0,0,0,1,1,13,1,2,6,52,6,6,1,0,1,7,0,3,14,4,1,5,11,5,16,1,5,1,0,4,0,0,0,4,4,5,11,0,9,0,5,2,0,6,5,0,1,1,0,9,7,0,0,1,7,1,0,0,2,2,0,0,0,1,1,1,1
2020-08-09,1,2,3,0,1,2,43,22,0,12,0,0,23,1,0,1,1,1,3,6,6,3,0,1,0,0,2,3,1,3,0,15,8,2,1,3,3,5,1,0,6,3,0,1,1,4,0,0,4,2,0,0,1,0,2,4,5,0,0,4,6,0,3,13,2,2,29,21,20,5,1,3,4,7,21,1,0,4,2,2,2,0,0,0,1,3,3,14,0,3,4,14,4,2,0,0,0,6,0,1,13,3,0,4,10,0,18,0,3,0,0,0,3,0,0,2,0,4,8,0,1,0,0,7,0,6,6,1,0,0,1,4,2,2,0,3,3,5,0,1,3,2,1,0,0,0,2,2,3
2020-08-10,4,10,14,0,0,2,64,29,1,13,1,2,60,7,1,4,5,7,13,13,8,4,2,5,4,3,2,12,4,14,0,3,7,5,3,0,2,6,5,6,2,8,0,4,2,6,5,4,5,3,5,1,2,1,13,9,8,0,1,4,12,1,3,34,3,4,55,21,36,20,2,6,17,10,38,0,2,4,9,5,5,6,1,1,0,2,8,116,2,3,23,45,16,8,1,0,4,4,0,3,13,11,1,27,16,7,28,5,12,2,4,1,1,4,2,7,1,5,12,2,7,1,2,23,2,13,11,6,5,0,0,16,12,9,8,7,4,5,0,4,5,11,3,1,2,0,10,13,3
2020-08-11,4,4,12,2,0,2,69,26,3,16,1,1,55,7,1,7,8,2,15,14,8,4,3,7,2,4,4,11,0,9,1,0,9,0,0,5,1,3,2,7,5,7,4,1,3,11,0,3,6,3,2,2,4,1,6,5,17,2,3,3,5,2,4,23,0,2,47,22,25,11,2,2,6,5,49,1,2,7,1,11,3,3,2,1,0,7,4,108,5,5,12,30,10,2,2,1,1,4,1,4,16,8,1,15,15,7,21,7,3,3,3,0,1,0,2,0,3,7,12,0,5,1,1,11,1,2,13,3,1,0,3,6,10,12,6,4,3,11,1,5,6,5,2,2,5,0,7,4,0
2020-08-12,6,5,7,0,4,3,52,24,4,12,4,1,37,5,1,7,1,4,9,14,3,2,7,5,0,0,2,7,1,9,0,1,4,0,2,0,1,3,3,3,1,7,4,3,6,0,2,4,5,4,4,0,2,3,12,5,6,0,0,1,8,7,4,15,2,3,27,22,15,8,1,5,3,2,42,0,6,4,2,9,6,1,1,0,0,0,6,41,3,6,8,32,5,4,0,4,1,5,2,11,12,4,1,10,6,6,6,2,5,1,2,0,2,1,0,3,2,4,3,1,4,3,5,20,1,14,9,12,0,0,5,10,14,6,9,7,0,2,0,6,1,1,4,0,0,0,7,1,0
2020-08-13,2,4,2,1,3,0,31,6,2,6,0,2,34,1,1,3,1,2,4,6,1,3,2,5,1,1,2,9,0,5,0,0,1,0,0,1,3,3,1,1,0,2,4,1,0,3,1,2,5,3,2,2,1,1,7,1,4,0,0,1,2,2,3,22,1,3,19,15,21,8,2,4,4,2,29,0,3,6,0,12,2,0,1,1,0,0,5,21,2,5,10,10,0,0,2,0,0,0,0,4,5,6,0,12,12,1,11,1,2,3,0,0,0,1,2,0,4,4,3,0,5,0,6,9,2,6,1,1,2,0,2,9,11,4,3,2,0,3,0,2,1,3,3,2,1,2,4,3,0
2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
